0 961
2 2
3 1
4 1
5 1
8 1
10 2
11 1
12 1
14 3
19 1
21 1
22 1
23 3
27 1
30 1
31 1
32 1
35 1
38 2
44 1
45 1
46 3
49 1
50 1
51 1
52 1
54 1
55 1
57 1
61 1
62 2
63 1
65 1
66 2
67 1
68 1
69 1
71 2
72 1
73 2
75 1
76 1
77 2
78 1
80 1
81 2
82 1
84 1
86 1
88 1
89 1
90 3
92 1
94 1
96 2
97 1
99 2
100 1
102 2
103 3
106 2
111 1
115 2
116 1
117 1
119 1
120 1
121 1
126 1
127 1
128 2
129 1
130 2
131 1
135 2
139 1
141 1
147 1
148 1
150 1
151 1
152 1
154 2
157 2
158 1
161 1
163 2
164 1
165 2
166 2
169 1
170 1
173 1
174 1
176 2
180 2
182 2
183 1
184 2
186 1
187 1
189 2
190 1
196 1
199 1
202 1
204 1
205 1
207 1
208 2
210 1
211 1
216 1
217 2
218 1
219 1
220 1
221 1
223 2
224 1
225 1
229 1
231 1
232 1
246 1
247 1
248 2
251 2
252 1
254 3
260 1
262 1
266 2
271 2
272 1
273 1
277 1
279 1
281 1
282 1
287 1
289 1
301 2
303 1
305 1
306 1
308 1
310 1
313 1
315 1
316 1
317 1
320 3
321 1
326 1
329 1
330 1
334 1
335 1
341 1
347 1
348 1
349 1
351 1
356 1
359 1
360 1
362 3
364 2
365 1
366 1
367 1
369 2
371 1
373 2
376 1
379 1
380 1
385 3
388 2
390 2
391 1
392 2
393 1
394 2
395 1
399 1
400 1
404 1
406 1
409 1
410 1
411 1
432 1
434 1
435 3
436 1
443 2
446 1
449 2
451 1
452 2
455 1
469 2
473 2
474 1
485 1
486 4
490 1
492 2
493 1
494 1
501 1
503 2
509 2
510 1
514 1
515 1
519 2
520 1
524 2
526 1
536 1
542 2
545 1
549 1
551 1
552 1
554 1
556 1
558 1
559 1
563 1
564 1
565 1
566 1
568 1
574 1
577 1
580 1
582 1
583 1
585 1
587 1
590 1
599 1
600 1
601 1
603 2
604 1
605 2
607 1
614 1
623 1
627 1
628 1
629 1
630 1
635 1
636 1
641 1
643 1
645 1
647 2
652 1
657 1
663 1
665 1
667 2
669 1
671 1
678 2
681 1
682 1
685 1
690 1
691 1
692 2
696 1
699 1
707 2
710 2
711 1
714 2
718 2
722 2
724 1
726 1
727 1
729 1
735 1
736 1
738 2
745 1
746 1
748 1
754 2
758 2
760 1
761 1
769 1
773 2
774 1
778 1
779 1
785 1
787 1
791 1
793 1
797 1
798 1
802 1
805 1
810 1
812 2
815 1
818 1
821 1
829 1
830 1
831 1
835 1
839 1
846 2
850 1
853 1
855 1
865 1
867 1
871 1
872 1
873 1
875 1
879 1
883 1
884 1
888 1
889 1
890 1
894 1
896 2
909 1
910 1
911 1
931 1
933 2
940 1
949 1
953 1
954 1
955 1
956 1
962 1
